1302253,,UTC,2024-12-09,18:30:00,3150,Dire Dawa Stadium,Dire Dawa,,,363,Premier League,2024,Regular Season - 11,4117,Fasil Ketema,9987,Wolkite Ketema,,,,,,,,
1320843,,UTC,2024-12-09,18:30:00,,Campo do Tauá,"Santo Antônio do Tauá, Pará",,,1157,Paraense U20,2024,Play-offs - Semi-finals,25210,Maracana Taua U20,25212,Paysandu PA U20,,,,,,,,
1210013,L. Timmer,UTC,2024-12-09,19:00:00,1135,Sportpark De Toekomst,Amsterdam-Duivendrecht,90,7,89,Eerste Divisie,2024,Regular Season - 18,425,Jong Ajax,199,De Graafschap,2,0,1,0,,,,
1210014,R. Vereijken,UTC,2024-12-09,19:00:00,12600,Sportcomplex Zoudenbalch,Utrecht,90,1,89,Eerste Divisie,2024,Regular Season - 18,428,Jong Utrecht,422,FC Eindhoven,0,4,0,2,,,,
1210015,M. Perez,UTC,2024-12-09,19:00:00,12681,PSV Campus De Herdgang,Eindhoven,90,4,89,Eerste Divisie,2024,Regular Season - 18,411,Jong PSV,414,Roda,2,3,1,0,,,,
1284013,,UTC,2024-12-09,19:00:00,11119,Swansea City FC Youth Academy Training Centre,Swansea,90,6,703,Professional Development League,2024,Regular Season - 16,11912,Swansea City U21,20019,Watford U21,1,3,0,0,,,,
1315473,,UTC,2024-12-09,19:00:00,2491,Estadio Jesús Bermúdez,Oruro,90,7,344,Primera División,2024,Clausura - 27,22266,Gualberto Villarroel SJ,3706,Nacional Potosí,2,1,0,0,,,,
1316525,,UTC,2024-12-09,19:00:00,,,,,,1068,FA Youth Cup,2024,3rd Round,15395,Norwich City U18,23164,Brentford U18,,,,,,,,
1316533,,UTC,2024-12-09,19:00:00,,,,,,1068,FA Youth Cup,2024,3rd Round,15384,Newcastle United U18,15390,Brighton U18,,,,,,,,
1318692,,UTC,2024-12-09,19:00:00,,,,,,1068,FA Youth Cup,2024,3rd Round,15385,Stoke City U18,25427,Woking U18,,,,,,,,
1217688,"Jose Antonio Sanchez Villalobos, Spain",UTC,2024-12-09,19:30:00,3976,Estadio Municipal Cartagonova,Cartagena,90,9,141,Segunda División,2024,Regular Season - 18,5262,FC Cartagena,731,Sporting Gijon,1,0,0,0,,,,
1249893,,UTC,2024-12-09,19:30:00,12435,Stadio Comunale Alberto De Cristofaro,Giugliano in Campania,90,5,943,Serie C - Girone C,2024,Girone C - 18,9556,Giugliano,10138,SS Monopoli,1,2,0,1,,,,
1250269,,UTC,2024-12-09,19:30:00,913,Stadio Porta Elisa,Lucca,90,6,942,Serie C - Girone B,2024,Girone B - 18,889,Lucchese,876,Arezzo,0,1,0,1,,,,
1250271,,UTC,2024-12-09,19:30:00,922,Stadio Renato Curi,Perugia,90,6,942,Serie C - Girone B,2024,Girone B - 18,524,Perugia,9510,Città di Campobasso,2,1,0,0,,,,
1316523,,UTC,2024-12-09,19:30:00,,,,,,1068,FA Youth Cup,2024,3rd Round,23161,AFC Wimbledon U18,15387,Wolves U18,,,,,,,,
1212569,"Abdelatif Kherradji, France",UTC,2024-12-09,19:45:00,658,Stade Saint-Symphorien,Longeville-lès-Metz,90,8,62,Ligue 2,2024,Regular Season - 15,112,Metz,1304,Dunkerque,2,0,0,0,,,,
1223741,"Gianluca Manganiello, Italy",UTC,2024-12-09,19:45:00,12086,U-Power Stadium,Monza,90,6,135,Serie A,2024,Regular Season - 15,1579,Monza,494,Udinese,1,2,0,1,,,,
1253749,,UTC,2024-12-09,19:45:00,5559,Kirkby Road,"Barwell, Leicestershire",90,12,931,Non League Premier - Southern Central,2024,Southern Central - 14,7697,Barwell,8654,Kettering Town,2,1,0,0,,,,
1258757,,UTC,2024-12-09,19:45:00,12272,VBS Community Stadium,"Sutton, Surrey",90,,53,Non League Div One - Isthmian South Central,2024,Isthmian South Central - 22,8962,Sutton Common Rovers,17078,Rayners Lane,1,1,0,0,,,,
1306167,,UTC,2024-12-09,19:50:00,20023,Stade Cheikha Ould Boïdiya,Nouakchott,90,8,762,Premier League,2024,Regular Season - 10,5239,Al Merreikh,8071,SNIM,1,0,1,0,,,,
1159014,"Brian Ferreyra, Argentina",UTC,2024-12-09,20:00:00,112,Estadio José Dellagiovanna,"San Fernando, Provincia de Buenos Aires",90,4,128,Liga Profesional Argentina,2024,2nd Phase - 26,452,Tigre,473,Independ. Rivadavia,0,2,0,1,,,,
1208172,"John Brooks, England",UTC,2024-12-09,20:00:00,598,London Stadium,London,90,10,39,Premier League,2024,Regular Season - 15,48,West Ham,39,Wolves,2,1,0,0,,,,
1212925,"Mateo Busquets Ferrer, Spain",UTC,2024-12-09,20:00:00,20422,Estadio Coliseum,Getafe,90,4,140,La Liga,2024,Regular Season - 16,546,Getafe,540,Espanyol,1,0,1,0,,,,
1216619,S. Mather,UTC,2024-12-09,20:00:00,11881,Sixfields Stadium,"Northampton, East Midlands",90,3,41,League One,2024,Regular Season - 19,1337,Northampton,1350,Peterborough,2,1,1,1,,,,
1231839,"Fabio Jose Costa Verissimo, Portugal",UTC,2024-12-09,20:15:00,19187,Estádio José Gomes,Amadora,90,8,94,Primeira Liga,2024,Regular Season - 13,15130,Estrela,240,Arouca,2,1,0,1,,,,
1318573,S. Martínez,UTC,2024-12-09,21:00:00,790,Estadio Francisco Morazán,San Pedro Sula,90,,234,Liga Nacional,2024,Apertura - Preliminary Play-offs,1050,CD Marathon,19456,Olancho,1,2,0,1,,,,
1304696,,UTC,2024-12-09,22:00:00,2240,Anthony Spaulding Sports Complex,Kingston,90,5,322,Premier League,2024,Regular Season - 13,3440,Humble Lions,3442,Mount Pleasant Academy,1,4,0,2,,,,
1159012,"Sebastian Nicolas Martinez, Argentina",UTC,2024-12-09,22:15:00,45,Estadio Julio César Villagra,"Ciudad de Córdoba, Provincia de Córdoba",90,6,128,Liga Profesional Argentina,2024,2nd Phase - 26,440,Belgrano Cordoba,450,Estudiantes L.P.,2,2,1,1,,,,
1159013,"Nazareno Arasa, Argentina",UTC,2024-12-09,22:15:00,37,Estadio Diego Armando Maradona,"Capital Federal, Ciudad de Buenos Aires",90,4,128,Liga Profesional Argentina,2024,2nd Phase - 26,458,Argentinos JRS,460,San Lorenzo,1,0,1,0,,,,
1315474,,UTC,2024-12-09,23:30:00,2655,Estadio Olímpico Patria,Sucre,90,,344,Primera División,2024,Clausura - 27,15702,Independiente Petrolero,17762,Universitario de Vinto,3,2,2,1,,,,
