fixture_id,team_id,player_id,minutes,rating,captain,offsides,total_shots,shots_on,goals_scored,goals_conceded,assists,saves,passes_attempted,passes_completed,key_passes,tackles,blocks,interceptions,duels_total,duels_won,dribbles_attempted,dribbles_completed,dribbled_past,fouls_drawn,fouls_committed,yellow_cards,red_cards,penalties_won,penalties_committed,penalties_scored,penalties_missed,penalties_saved
1299063,228,32960,78,6.6,False,0,1,1,0,0,0,0,45,41,0,5,0,1,8,5,1,0,1,0,1,0,0,0,0,0,0,0
1299063,228,51776,68,6.6,False,0,0,0,0,0,0,0,30,27,3,4,0,1,13,6,0,0,4,1,1,0,0,0,0,0,0,0
1299063,228,41112,88,7.7,False,0,1,0,0,0,1,0,29,27,2,2,0,0,6,6,2,2,0,2,0,0,0,0,0,0,0,0
1299063,228,37882,68,6.7,False,0,1,0,0,0,0,0,22,17,0,1,0,0,3,2,1,0,0,1,0,0,0,0,0,0,0,0
1299063,228,18979,90,6.9,False,0,5,2,0,0,0,0,21,19,3,0,0,0,12,3,7,2,0,1,1,0,0,0,0,0,0,0
1299063,228,154839,22,6.7,False,0,1,0,0,0,0,0,7,4,0,1,0,0,4,2,1,0,1,1,0,0,0,0,0,0,0,0
1299063,228,41892,22,6.3,False,0,1,0,0,0,0,0,10,10,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0
1299063,228,419916,12,6.9,False,0,1,0,0,0,0,0,5,4,2,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0
1299063,228,41179,2,0.0,False,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1299063,228,400509,2,0.0,False,0,0,0,0,0,0,0,2,2,1,2,0,0,4,3,0,0,1,1,0,0,0,0,0,0,0,0
1299063,228,70336,0,0.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1299063,228,330296,0,0.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1299063,228,341700,0,0.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1299063,228,423300,0,0.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1299063,228,41099,0,0.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1299063,228,430774,0,0.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1299063,228,385674,0,0.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
